https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume ATOM,Volume USDT,tradecount
1670198400000,2022-12-05,ATOMUSDT,10.256,10.574,10.145,10.264,2046082.72,21252165.52643,68457
1670112000000,2022-12-04,ATOMUSDT,10.022,10.287,10.018,10.255,891823.05,9051002.44201,35141
1670025600000,2022-12-03,ATOMUSDT,10.367,10.414,9.978,10.021,1003730.91,10253171.86017,43442
1669939200000,2022-12-02,ATOMUSDT,10.269,10.4,10.118,10.366,1363031.57,13989902.18513,60273
1669852800000,2022-12-01,ATOMUSDT,10.494,10.58,10.131,10.268,1555215.31,16090147.1665,80310
1669766400000,2022-11-30,ATOMUSDT,10.184,10.64,10.183,10.494,1848980.88,19274826.87744,97707
1669680000000,2022-11-29,ATOMUSDT,9.861,10.3,9.833,10.181,1705131.62,17216292.06756,79328
1669593600000,2022-11-28,ATOMUSDT,9.927,9.971,9.44,9.862,1672950.06,16251948.03827,81765
1669507200000,2022-11-27,ATOMUSDT,10.109,10.335,9.895,9.925,934305.85,9479396.94457,51147
1669420800000,2022-11-26,ATOMUSDT,10.026,10.449,9.998,10.111,1467833.33,14991314.95794,76228
1669334400000,2022-11-25,ATOMUSDT,10.153,10.181,9.762,10.025,1100769.64,10977433.07815,62839
1669248000000,2022-11-24,ATOMUSDT,9.933,10.228,9.783,10.153,1703495.3,17064096.01333,83574
1669161600000,2022-11-23,ATOMUSDT,9.548,9.979,9.535,9.933,2090457.37,20449671.88141,93241
1669075200000,2022-11-22,ATOMUSDT,9.012,9.565,8.728,9.547,2779501.34,25388660.92321,129927
1668988800000,2022-11-21,ATOMUSDT,9.353,9.36,8.777,9.011,2299786.83,20852414.73655,121526
1668902400000,2022-11-20,ATOMUSDT,9.996,10.047,9.306,9.354,1304000.89,12712262.16587,67460
1668816000000,2022-11-19,ATOMUSDT,9.972,10.058,9.737,9.995,1002202.2,9906824.24244,49408
1668729600000,2022-11-18,ATOMUSDT,9.92,10.246,9.786,9.972,1708787.37,17154752.72582,72057
1668643200000,2022-11-17,ATOMUSDT,10.152,10.201,9.853,9.918,1645943.2,16505628.36847,78680
1668556800000,2022-11-16,ATOMUSDT,10.557,10.637,9.962,10.152,2048566.23,21031978.45339,99033
1668470400000,2022-11-15,ATOMUSDT,10.329,10.89,10.186,10.556,2465695.24,26036598.20773,135955
1668384000000,2022-11-14,ATOMUSDT,10.186,10.705,9.616,10.329,4049126.02,41345026.12347,210198
1668297600000,2022-11-13,ATOMUSDT,10.953,11.107,10.05,10.19,3084666.25,32541877.98958,143030
1668211200000,2022-11-12,ATOMUSDT,11.676,11.703,10.84,10.951,1882811.3,20940253.46036,98687
1668124800000,2022-11-11,ATOMUSDT,12.162,12.42,11.177,11.672,4023675.08,47316968.24843,171323
1668038400000,2022-11-10,ATOMUSDT,9.786,12.511,9.567,12.17,8009015.99,90268917.45719,325414
1667952000000,2022-11-09,ATOMUSDT,12.152,12.326,9.37,9.791,7516810.93,83321009.52684,372992
1667865600000,2022-11-08,ATOMUSDT,14.276,14.444,11.232,12.146,8341297.23,108009569.35161,388483
1667779200000,2022-11-07,ATOMUSDT,14.444,14.805,13.86,14.275,3498112.75,50257250.99779,157762
1667692800000,2022-11-06,ATOMUSDT,15.384,15.41,14.431,14.443,2368996.29,35484848.714,120930
1667606400000,2022-11-05,ATOMUSDT,15.029,15.814,14.955,15.38,3293656.22,50730414.64219,171533
1667520000000,2022-11-04,ATOMUSDT,13.51,15.198,13.409,15.035,4580906.2,67162504.75932,237319
1667433600000,2022-11-03,ATOMUSDT,13.295,13.9,13.252,13.51,2254464.64,30775763.70842,101102
1667347200000,2022-11-02,ATOMUSDT,14.08,14.232,13.016,13.295,3043015.49,41440826.4973,145208
1667260800000,2022-11-01,ATOMUSDT,14.321,14.462,13.85,14.074,2059461.11,29078265.00041,95242
1667174400000,2022-10-31,ATOMUSDT,13.92,14.5,13.783,14.319,3570806.46,50540841.48218,171750
1667088000000,2022-10-30,ATOMUSDT,13.473,14.13,13.304,13.92,3031314.96,41565908.6456,135782
1667001600000,2022-10-29,ATOMUSDT,13.537,13.97,13.34,13.472,3346514.02,45475784.24375,133351
1666915200000,2022-10-28,ATOMUSDT,12.658,13.84,12.595,13.53,7136921.82,95075421.56269,239459
1666828800000,2022-10-27,ATOMUSDT,12.279,13.238,12.261,12.655,4256958.26,54757609.46964,163783
1666742400000,2022-10-26,ATOMUSDT,12.0,12.543,11.917,12.278,2699503.74,33157853.99726,102724
1666656000000,2022-10-25,ATOMUSDT,11.65,12.368,11.543,11.999,2267545.92,27151384.16815,84286
1666569600000,2022-10-24,ATOMUSDT,12.114,12.174,11.582,11.65,1575244.74,18570054.63918,59207
1666483200000,2022-10-23,ATOMUSDT,11.714,12.138,11.434,12.114,1389978.72,16314612.32875,55978
1666396800000,2022-10-22,ATOMUSDT,11.737,11.892,11.463,11.715,1240901.74,14482542.01709,50374
1666310400000,2022-10-21,ATOMUSDT,11.378,11.784,10.917,11.736,2134147.66,24133221.5087,87190
1666224000000,2022-10-20,ATOMUSDT,11.753,12.0,11.232,11.378,1983252.05,23119107.65749,87389
1666137600000,2022-10-19,ATOMUSDT,12.522,12.643,11.692,11.753,2288684.96,28023019.44632,91129
1666051200000,2022-10-18,ATOMUSDT,12.43,12.775,12.11,12.522,2384578.05,29769544.60566,104494
1665964800000,2022-10-17,ATOMUSDT,11.698,12.499,11.635,12.43,2165607.5,26365563.50039,86294
1665878400000,2022-10-16,ATOMUSDT,11.514,11.851,11.502,11.699,1059351.57,12349420.40157,43091
1665792000000,2022-10-15,ATOMUSDT,11.645,11.767,11.436,11.515,1079044.64,12503299.2698,48519
1665705600000,2022-10-14,ATOMUSDT,11.337,12.274,11.297,11.643,2987570.57,35563418.50439,108740
1665619200000,2022-10-13,ATOMUSDT,11.739,11.812,10.552,11.339,3945132.39,44126032.16925,155068
1665532800000,2022-10-12,ATOMUSDT,12.173,12.215,11.655,11.742,1884472.33,22538860.79024,84611
1665446400000,2022-10-11,ATOMUSDT,12.435,12.538,12.097,12.173,2037518.63,25135642.44419,84019
1665360000000,2022-10-10,ATOMUSDT,13.191,13.27,12.34,12.436,1854551.91,23791343.42213,75796
1665273600000,2022-10-09,ATOMUSDT,13.147,13.275,13.033,13.194,1173539.93,15427845.03234,53833
1665187200000,2022-10-08,ATOMUSDT,13.056,13.35,12.944,13.148,2054083.23,27021063.43638,80346
1665100800000,2022-10-07,ATOMUSDT,13.016,13.091,12.648,13.056,2444568.2,31506459.03407,91248
1665014400000,2022-10-06,ATOMUSDT,13.005,13.461,12.871,13.016,3442348.1,45278238.20495,124819
1664928000000,2022-10-05,ATOMUSDT,13.02,13.136,12.615,13.005,2120541.33,27290405.90833,76586
1664841600000,2022-10-04,ATOMUSDT,12.856,13.286,12.746,13.019,2938301.46,38345592.89672,117692
1664755200000,2022-10-03,ATOMUSDT,11.991,12.957,11.825,12.855,3540214.85,44217480.99552,124419
1664668800000,2022-10-02,ATOMUSDT,12.683,12.896,11.954,11.992,2297392.21,28712605.5471,88885
1664582400000,2022-10-01,ATOMUSDT,13.023,13.099,12.49,12.682,1589711.08,20400999.70518,71172
1664496000000,2022-09-30,ATOMUSDT,12.773,13.247,12.61,13.024,3787146.69,49107840.61443,132918
1664409600000,2022-09-29,ATOMUSDT,12.997,13.076,12.421,12.771,3951949.99,50431706.0266,142146
1664323200000,2022-09-28,ATOMUSDT,13.489,13.584,12.626,12.997,5182644.36,67444327.60777,182744
1664236800000,2022-09-27,ATOMUSDT,13.909,14.74,13.159,13.491,6010058.33,84136684.51805,234504
1664150400000,2022-09-26,ATOMUSDT,13.972,14.899,13.748,13.913,6599448.3,93640838.91535,254489
1664064000000,2022-09-25,ATOMUSDT,13.635,14.835,13.593,13.976,4663322.79,66120567.79869,210680
1663977600000,2022-09-24,ATOMUSDT,14.222,14.292,13.556,13.635,3080741.04,43081225.75388,134360
1663891200000,2022-09-23,ATOMUSDT,14.629,15.269,13.441,14.223,6977954.12,99099098.0944,259641
1663804800000,2022-09-22,ATOMUSDT,13.386,14.996,13.263,14.633,6252663.72,89279418.7404,242125
1663718400000,2022-09-21,ATOMUSDT,13.917,15.1,12.955,13.39,8587280.12,120906481.69467,326202
1663632000000,2022-09-20,ATOMUSDT,15.618,15.889,13.817,13.919,5485331.03,80605191.91113,231630
1663545600000,2022-09-19,ATOMUSDT,14.701,16.061,14.604,15.62,8070915.79,123856823.18102,349543
1663459200000,2022-09-18,ATOMUSDT,16.406,16.412,14.57,14.693,4769368.36,73862682.90121,207580
1663372800000,2022-09-17,ATOMUSDT,16.6,16.964,16.038,16.405,4971229.88,81918590.60872,224372
1663286400000,2022-09-16,ATOMUSDT,14.899,16.8,14.6,16.605,7752475.36,121830384.99673,361047
1663200000000,2022-09-15,ATOMUSDT,13.973,15.568,13.224,14.897,7365285.5,107238156.47613,334896
1663113600000,2022-09-14,ATOMUSDT,13.898,14.445,13.38,13.969,3590401.19,50287609.97002,152535
1663027200000,2022-09-13,ATOMUSDT,15.528,16.213,13.708,13.9,6344349.57,94947630.71112,277711
1662940800000,2022-09-12,ATOMUSDT,15.693,16.524,14.969,15.528,4991276.55,78398450.07193,241320
1662854400000,2022-09-11,ATOMUSDT,15.991,16.313,15.228,15.693,3269962.88,51630083.85198,160891
1662768000000,2022-09-10,ATOMUSDT,16.131,16.414,15.457,15.992,5142716.66,82151475.96805,228924
1662681600000,2022-09-09,ATOMUSDT,13.887,17.198,13.753,16.128,10412714.56,163329422.90461,480177
1662595200000,2022-09-08,ATOMUSDT,12.93,14.149,12.626,13.883,5941151.54,79808270.71741,256275
1662508800000,2022-09-07,ATOMUSDT,11.775,13.249,11.536,12.929,3791678.48,46427949.84714,158737
1662422400000,2022-09-06,ATOMUSDT,12.63,12.989,11.75,11.779,3928619.99,48290305.17436,151773
1662336000000,2022-09-05,ATOMUSDT,13.046,13.359,12.474,12.633,2229818.62,28570377.63871,98069
1662249600000,2022-09-04,ATOMUSDT,12.622,13.05,12.401,13.045,2124599.68,27124501.88889,98214
1662163200000,2022-09-03,ATOMUSDT,12.609,12.88,12.126,12.623,2290920.45,28575269.48033,95487
1662076800000,2022-09-02,ATOMUSDT,12.734,13.078,12.327,12.611,3522484.26,44477395.45524,138299
1661990400000,2022-09-01,ATOMUSDT,11.816,12.852,11.456,12.733,4031565.01,48677009.66822,162697
1661904000000,2022-08-31,ATOMUSDT,11.93,12.349,11.546,11.816,3841325.73,46039475.04626,137382
1661817600000,2022-08-30,ATOMUSDT,11.434,12.17,11.115,11.927,5160873.78,59999972.81177,174950
1661731200000,2022-08-29,ATOMUSDT,10.565,11.729,10.173,11.435,3934061.85,42741806.48551,132761
1661644800000,2022-08-28,ATOMUSDT,11.17,11.376,10.452,10.567,2751168.28,30319328.8067,101013
1661558400000,2022-08-27,ATOMUSDT,11.549,11.549,10.687,11.171,4763181.19,52485870.39771,173977
1661472000000,2022-08-26,ATOMUSDT,12.853,13.129,11.339,11.549,7256116.83,89846264.39011,261844
1661385600000,2022-08-25,ATOMUSDT,13.021,13.432,12.56,12.859,6263226.91,80690981.09334,207784
1661299200000,2022-08-24,ATOMUSDT,12.13,13.45,11.595,13.019,8558648.46,107838364.56966,279013
1661212800000,2022-08-23,ATOMUSDT,11.089,12.39,10.967,12.122,5930993.11,69771729.13394,217130
1661126400000,2022-08-22,ATOMUSDT,10.647,11.15,10.043,11.09,2698589.34,28670280.70456,91718
1661040000000,2022-08-21,ATOMUSDT,10.233,10.787,10.213,10.642,1910254.41,20096883.40343,66633
1660953600000,2022-08-20,ATOMUSDT,10.753,10.973,9.969,10.233,2965583.95,31349073.04685,102504
1660867200000,2022-08-19,ATOMUSDT,11.443,11.449,10.157,10.753,4620009.09,49605700.30149,157811
1660780800000,2022-08-18,ATOMUSDT,11.749,12.284,11.398,11.442,4101092.76,48740632.47522,150853
1660694400000,2022-08-17,ATOMUSDT,11.397,11.927,11.184,11.745,3013153.23,34981003.31179,120726
1660608000000,2022-08-16,ATOMUSDT,11.397,11.666,11.174,11.399,1993872.34,22819015.35703,76706
1660521600000,2022-08-15,ATOMUSDT,11.584,11.95,11.172,11.4,1610496.47,18502180.36438,69523
1660435200000,2022-08-14,ATOMUSDT,11.905,12.185,11.45,11.583,1615903.33,19147942.21936,75340
1660348800000,2022-08-13,ATOMUSDT,12.049,12.41,11.837,11.902,1623058.21,19674777.21887,80054
1660262400000,2022-08-12,ATOMUSDT,11.755,12.091,11.42,12.05,1845628.54,21643979.80584,74453
1660176000000,2022-08-11,ATOMUSDT,11.974,12.314,11.677,11.754,2874371.45,34515492.61659,108107
1660089600000,2022-08-10,ATOMUSDT,11.381,12.043,10.49,11.973,6263928.04,70393689.25804,188795
1660003200000,2022-08-09,ATOMUSDT,11.812,12.248,11.074,11.386,3497220.33,40674424.63987,116073
1659916800000,2022-08-08,ATOMUSDT,11.358,12.164,11.214,11.813,3469354.72,40643958.46524,130097
1659830400000,2022-08-07,ATOMUSDT,10.631,11.61,10.461,11.36,2996333.46,33501078.67904,110464
1659744000000,2022-08-06,ATOMUSDT,10.968,11.013,10.566,10.631,1188162.82,12847649.65048,51847
1659657600000,2022-08-05,ATOMUSDT,10.36,10.993,10.297,10.967,2308323.22,24748265.49155,88583
1659571200000,2022-08-04,ATOMUSDT,10.159,10.618,10.12,10.356,2204290.06,22848138.12881,87339
1659484800000,2022-08-03,ATOMUSDT,9.915,10.536,9.642,10.159,2085160.59,21278054.94411,85348
1659398400000,2022-08-02,ATOMUSDT,10.397,10.471,9.761,9.914,2610861.85,26197271.0626,96896
1659312000000,2022-08-01,ATOMUSDT,10.351,10.792,10.045,10.396,2403372.78,24914769.17782,89928
1659225600000,2022-07-31,ATOMUSDT,10.705,11.076,10.282,10.351,2425268.8,25997842.55098,93375
1659139200000,2022-07-30,ATOMUSDT,11.168,11.364,10.514,10.705,3536041.94,38454792.60708,123173
1659052800000,2022-07-29,ATOMUSDT,10.865,11.495,10.35,11.169,4210393.71,45537016.30415,150995
1658966400000,2022-07-28,ATOMUSDT,10.31,11.165,10.08,10.865,5475660.31,57988456.75669,170830
1658880000000,2022-07-27,ATOMUSDT,9.223,10.317,9.028,10.31,5555189.19,53150192.88556,149330
1658793600000,2022-07-26,ATOMUSDT,8.982,9.704,8.587,9.222,6721031.88,61828021.1659,175486
1658707200000,2022-07-25,ATOMUSDT,9.976,10.0,8.964,8.98,5108508.45,47763150.2641,118780
1658620800000,2022-07-24,ATOMUSDT,10.121,10.3,9.889,9.976,3311516.48,33520784.13737,98751
1658534400000,2022-07-23,ATOMUSDT,10.635,11.21,9.752,10.118,5939756.95,61379094.44192,165008
1658448000000,2022-07-22,ATOMUSDT,11.051,11.35,10.321,10.642,4942009.88,53428148.40977,161515
1658361600000,2022-07-21,ATOMUSDT,9.678,11.26,9.611,11.051,9747916.94,102689785.63274,291197
1658275200000,2022-07-20,ATOMUSDT,10.521,10.636,9.582,9.68,5346162.56,54336228.66324,158815
1658188800000,2022-07-19,ATOMUSDT,9.576,10.78,9.236,10.519,8469037.25,84932225.96984,249073
1658102400000,2022-07-18,ATOMUSDT,8.92,9.877,8.871,9.577,5986911.43,56885151.66028,165251
1658016000000,2022-07-17,ATOMUSDT,9.237,9.364,8.86,8.921,3378089.9,30764114.63929,85370
1657929600000,2022-07-16,ATOMUSDT,9.06,9.395,8.796,9.237,4013187.12,36411247.24495,99111
1657843200000,2022-07-15,ATOMUSDT,8.987,9.498,8.876,9.058,6293245.66,57645067.57955,152845
1657756800000,2022-07-14,ATOMUSDT,8.212,9.063,8.089,8.99,5907099.63,49874690.9285,170496
1657670400000,2022-07-13,ATOMUSDT,7.82,8.246,7.42,8.211,4170980.51,32599921.9354,91102
1657584000000,2022-07-12,ATOMUSDT,8.18,8.42,7.72,7.81,3414641.98,27603993.9662,67684
1657497600000,2022-07-11,ATOMUSDT,8.78,9.11,8.16,8.18,3444217.33,30169188.158,74699
1657411200000,2022-07-10,ATOMUSDT,8.98,9.01,8.5,8.79,2105007.97,18369387.054,45720
1657324800000,2022-07-09,ATOMUSDT,8.98,9.37,8.95,8.98,1763893.54,16146848.445,41653
1657238400000,2022-07-08,ATOMUSDT,9.37,9.72,8.9,8.98,3378262.08,31139257.6025,78616
1657152000000,2022-07-07,ATOMUSDT,8.89,9.57,8.69,9.36,3994017.12,36429097.9396,87570
1657065600000,2022-07-06,ATOMUSDT,8.91,9.45,8.77,8.9,5519943.81,49996224.8914,114393
1656979200000,2022-07-05,ATOMUSDT,8.75,9.32,8.38,8.92,5892244.4,52438275.6385,118247
1656892800000,2022-07-04,ATOMUSDT,8.08,8.94,7.86,8.75,3791246.48,31772183.5583,70408
1656806400000,2022-07-03,ATOMUSDT,8.07,8.31,7.78,8.09,3447745.24,27596296.9272,55006
1656720000000,2022-07-02,ATOMUSDT,8.1,8.36,7.93,8.07,3864245.59,31430959.2916,62440
1656633600000,2022-07-01,ATOMUSDT,7.57,8.38,7.18,8.09,7398448.74,57529298.2536,122693
1656547200000,2022-06-30,ATOMUSDT,7.4,7.65,6.89,7.57,5310749.95,38340386.5245,92433
1656460800000,2022-06-29,ATOMUSDT,7.34,7.51,7.02,7.4,4239887.38,30693709.0223,68119
1656374400000,2022-06-28,ATOMUSDT,7.79,8.03,7.27,7.34,4548732.47,35021746.293,69282
1656288000000,2022-06-27,ATOMUSDT,8.06,8.61,7.75,7.78,3364049.91,27545370.7273,67536
1656201600000,2022-06-26,ATOMUSDT,8.67,8.75,8.01,8.06,3245899.81,27396313.7963,64542
1656115200000,2022-06-25,ATOMUSDT,8.25,8.72,7.98,8.67,3243447.22,27057377.8231,70467
1656028800000,2022-06-24,ATOMUSDT,8.14,8.59,7.95,8.26,4923026.34,40746427.7622,86739
1655942400000,2022-06-23,ATOMUSDT,7.06,8.19,7.06,8.13,6004593.03,46320989.6975,109319
1655856000000,2022-06-22,ATOMUSDT,6.96,7.62,6.57,7.05,6279298.99,44405740.3754,103678
1655769600000,2022-06-21,ATOMUSDT,6.81,7.2,6.66,6.95,3386025.26,23544521.9745,62587
1655683200000,2022-06-20,ATOMUSDT,6.78,6.97,6.48,6.82,2960669.78,19945101.8566,56626
1655596800000,2022-06-19,ATOMUSDT,6.07,6.87,5.85,6.77,4610308.03,29055783.5473,73465
1655510400000,2022-06-18,ATOMUSDT,6.39,6.52,5.55,6.08,5133574.09,30598078.463855,86218
1655424000000,2022-06-17,ATOMUSDT,6.34,6.61,6.25,6.39,2868930.64,18477686.9261,50504
1655337600000,2022-06-16,ATOMUSDT,7.32,7.5,6.18,6.35,4608258.83,30983246.9962,83330
1655251200000,2022-06-15,ATOMUSDT,6.36,7.35,5.93,7.33,9507943.95,62635538.7876,170306
1655164800000,2022-06-14,ATOMUSDT,6.5,6.8,5.94,6.36,6138488.07,39556663.5032,106120
1655078400000,2022-06-13,ATOMUSDT,7.07,7.21,5.87,6.51,9782771.373,62187716.06425,163669
1654992000000,2022-06-12,ATOMUSDT,7.55,7.74,6.92,7.07,5206759.012,38115996.992126,105874
1654905600000,2022-06-11,ATOMUSDT,8.11,8.35,7.36,7.55,3146890.417,24534906.638576,68207
1654819200000,2022-06-10,ATOMUSDT,8.79,9.0,8.01,8.11,3674371.711,31115647.946125,76322
1654732800000,2022-06-09,ATOMUSDT,8.76,9.2,8.65,8.79,2502064.59,22158248.2313,50359
1654646400000,2022-06-08,ATOMUSDT,9.2,9.44,8.68,8.76,3137257.78,28039488.5243,69704
1654560000000,2022-06-07,ATOMUSDT,9.47,9.48,8.56,9.2,4917894.87,44269005.6566,90962
1654473600000,2022-06-06,ATOMUSDT,9.18,9.76,9.15,9.46,2631391.98,24964823.2021,51851
1654387200000,2022-06-05,ATOMUSDT,9.25,9.4,9.04,9.17,1276221.49,11745426.9501,29645
1654300800000,2022-06-04,ATOMUSDT,9.19,9.28,8.9,9.24,1545316.77,14105451.1882,36262
1654214400000,2022-06-03,ATOMUSDT,9.63,9.69,8.94,9.19,2582512.62,23860585.0866,58534
1654128000000,2022-06-02,ATOMUSDT,9.34,9.7,9.18,9.63,2839730.2,26732986.4061,68048
1654041600000,2022-06-01,ATOMUSDT,10.34,10.5,9.12,9.34,4124132.71,40860497.1257,93110
1653955200000,2022-05-31,ATOMUSDT,10.5,10.84,10.06,10.33,3957638.97,41229679.8707,89517
1653868800000,2022-05-30,ATOMUSDT,9.6,10.61,9.5,10.5,3994852.07,40674253.2258,84612
1653782400000,2022-05-29,ATOMUSDT,9.42,9.68,9.15,9.59,2270978.77,21447139.2753,47206
1653696000000,2022-05-28,ATOMUSDT,9.28,9.69,9.17,9.42,2662242.72,25170858.0546,58342
1653609600000,2022-05-27,ATOMUSDT,9.61,9.91,9.05,9.27,5056280.22,47775386.4678,121543
1653523200000,2022-05-26,ATOMUSDT,10.75,10.91,9.2,9.61,7152035.39,70255002.1216,143787
1653436800000,2022-05-25,ATOMUSDT,11.1,11.39,10.61,10.74,3142136.96,34287710.3523,70400
1653350400000,2022-05-24,ATOMUSDT,11.15,11.38,10.44,11.1,4131401.22,45150441.9386,98652
1653264000000,2022-05-23,ATOMUSDT,11.4,12.34,10.96,11.14,4666963.38,54875948.3914,129984
1653177600000,2022-05-22,ATOMUSDT,11.05,11.6,10.93,11.41,2571023.0,28966127.366,72637
1653091200000,2022-05-21,ATOMUSDT,11.19,11.5,10.78,11.05,3221737.33,35763492.1709,89986
1653004800000,2022-05-20,ATOMUSDT,10.83,12.22,10.76,11.2,10024126.28,114760743.9363,260704
1652918400000,2022-05-19,ATOMUSDT,10.12,10.97,9.81,10.84,2766839.33,28831453.9101,87561
1652832000000,2022-05-18,ATOMUSDT,11.46,11.78,9.99,10.11,4066076.28,43609019.6429,113162
1652745600000,2022-05-17,ATOMUSDT,11.07,11.93,10.76,11.46,3473872.73,39593420.4795,106298
1652659200000,2022-05-16,ATOMUSDT,12.38,12.48,10.94,11.07,6604772.77,76164994.634,198920
1652572800000,2022-05-15,ATOMUSDT,10.78,12.49,10.32,12.38,4661452.77,52978545.8281,152259
1652486400000,2022-05-14,ATOMUSDT,10.32,11.07,9.55,10.79,4317443.6,44631171.0985,133074
1652400000000,2022-05-13,ATOMUSDT,9.67,11.66,9.0,10.32,10824819.48,113654511.9442,268427
1652313600000,2022-05-12,ATOMUSDT,10.81,11.57,8.55,9.66,16915460.83,162314292.0004,444579
1652227200000,2022-05-11,ATOMUSDT,13.59,14.0,9.23,10.79,18707340.757,220420480.657591,580301
1652140800000,2022-05-10,ATOMUSDT,12.5,15.32,11.98,13.58,12251465.873,167808727.559442,399944
1652054400000,2022-05-09,ATOMUSDT,15.71,15.99,12.36,12.51,8248097.752,118218869.639328,277309
1651968000000,2022-05-08,ATOMUSDT,16.44,16.54,15.56,15.7,2905269.29,46481636.3927,102275
1651881600000,2022-05-07,ATOMUSDT,17.67,17.7,16.03,16.43,2751121.64,46330069.225656,100497
1651795200000,2022-05-06,ATOMUSDT,17.84,17.99,17.1,17.67,3188607.11,56162425.7923,108830
1651708800000,2022-05-05,ATOMUSDT,19.92,20.34,17.17,17.84,4950115.5,91826217.805,166093
1651622400000,2022-05-04,ATOMUSDT,17.58,20.05,17.47,19.92,3554712.41,66516535.8236,118859
1651536000000,2022-05-03,ATOMUSDT,17.8,18.99,17.45,17.57,3156832.49,57560927.2879,101795
1651449600000,2022-05-02,ATOMUSDT,18.0,18.36,17.22,17.8,3433845.42,61125095.6302,107701
1651363200000,2022-05-01,ATOMUSDT,17.85,18.68,17.57,18.0,2985270.67,54114377.3312,107236
1651276800000,2022-04-30,ATOMUSDT,19.44,19.58,17.24,17.84,3225931.13,59792991.8396,114314
1651190400000,2022-04-29,ATOMUSDT,20.74,20.88,19.23,19.44,2868730.59,57598480.7862,115328
1651104000000,2022-04-28,ATOMUSDT,21.44,21.47,20.42,20.75,2804058.05,58816771.7904,124659
1651017600000,2022-04-27,ATOMUSDT,20.31,21.88,20.12,21.43,3260860.77,69177618.2803,136872
1650931200000,2022-04-26,ATOMUSDT,22.12,22.3,19.97,20.3,2694053.47,56968045.4007,119088
1650844800000,2022-04-25,ATOMUSDT,22.29,22.38,20.78,22.13,3019641.82,65004932.3446,129555
1650758400000,2022-04-24,ATOMUSDT,23.22,23.3,22.28,22.29,1246058.34,28354005.1123,60682
1650672000000,2022-04-23,ATOMUSDT,23.1,23.49,22.75,23.21,1008185.92,23311823.2843,50066
1650585600000,2022-04-22,ATOMUSDT,23.31,23.87,22.87,23.1,1832236.56,42828924.0142,78918
1650499200000,2022-04-21,ATOMUSDT,24.27,24.97,22.88,23.3,2218922.22,53640242.5792,95288
1650412800000,2022-04-20,ATOMUSDT,24.66,25.09,24.02,24.27,1763209.67,43344874.8448,78675
1650326400000,2022-04-19,ATOMUSDT,24.07,24.72,23.76,24.67,1812325.78,43876629.7664,78151
1650240000000,2022-04-18,ATOMUSDT,23.22,24.14,22.44,24.07,2671557.19,62002050.144,125417
1650153600000,2022-04-17,ATOMUSDT,24.18,24.48,23.09,23.21,1089963.31,26072061.2945,50113
1650067200000,2022-04-16,ATOMUSDT,24.1,24.48,23.79,24.18,829846.26,20049957.7217,32240
1649980800000,2022-04-15,ATOMUSDT,23.96,24.38,23.76,24.08,1219538.61,29366464.2902,52451
1649894400000,2022-04-14,ATOMUSDT,24.7,25.16,23.75,23.96,2132342.41,52171974.3628,88197
1649808000000,2022-04-13,ATOMUSDT,24.63,25.21,24.1,24.7,1746511.48,43123086.6347,80663
1649721600000,2022-04-12,ATOMUSDT,23.86,25.47,23.67,24.64,2565153.45,62943454.3765,134389
1649635200000,2022-04-11,ATOMUSDT,26.5,26.59,23.3,23.85,3263662.71,82092098.6141,156846
1649548800000,2022-04-10,ATOMUSDT,27.27,27.43,26.4,26.5,1088109.32,29294805.8727,60086
1649462400000,2022-04-09,ATOMUSDT,26.88,27.47,26.59,27.27,1350205.98,36497834.1873,63743
1649376000000,2022-04-08,ATOMUSDT,27.65,28.95,26.62,26.88,3193093.21,88872293.557,164391
1649289600000,2022-04-07,ATOMUSDT,26.89,27.9,26.26,27.66,2260878.12,61564714.1464,122495
1649203200000,2022-04-06,ATOMUSDT,29.3,29.5,26.66,26.89,3950455.09,110984023.2272,255156
1649116800000,2022-04-05,ATOMUSDT,30.86,31.23,29.14,29.29,3726106.9,112949671.056,195469
1649030400000,2022-04-04,ATOMUSDT,31.96,32.54,30.06,30.85,3866259.28,121025650.9855,203203
1648944000000,2022-04-03,ATOMUSDT,31.31,33.29,30.5,31.97,5782442.17,186467797.5634,366759
1648857600000,2022-04-02,ATOMUSDT,29.41,32.8,29.23,31.3,5852775.95,180917622.2723,428530
1648771200000,2022-04-01,ATOMUSDT,28.89,29.67,27.7,29.41,2798462.12,80374274.1229,161916
1648684800000,2022-03-31,ATOMUSDT,30.05,31.32,28.39,28.89,4851385.05,144973005.2074,277782
1648598400000,2022-03-30,ATOMUSDT,30.23,31.32,29.29,30.05,3943475.42,119715066.8143,211008
1648512000000,2022-03-29,ATOMUSDT,29.37,31.7,29.32,30.23,4907154.61,150396541.2402,259766
1648425600000,2022-03-28,ATOMUSDT,29.95,31.48,29.14,29.38,4380434.05,133706550.3345,269027
1648339200000,2022-03-27,ATOMUSDT,28.78,29.98,28.1,29.96,1843418.6,53406297.3314,109621
1648252800000,2022-03-26,ATOMUSDT,28.12,28.96,28.0,28.78,1351012.52,38585641.6262,62721
1648166400000,2022-03-25,ATOMUSDT,29.27,30.0,27.65,28.12,3570842.04,103603933.0233,195672
1648080000000,2022-03-24,ATOMUSDT,28.25,29.45,27.95,29.27,3698308.81,105957902.4212,172151
1647993600000,2022-03-23,ATOMUSDT,28.02,28.38,27.16,28.25,2843254.89,78793989.0564,115467
